abbreviation	name	equation	reversible	compartment	lowbnd	uppbnd	obj_coef	rule	subsystem
rxn01029	agmatine deiminase	[c] : cpd00001 + cpd00152 --> cpd00013 + cpd00341	Irreversible	cytosol	0	1000	0	G_PA14_03810	
rxn00853	N-carbamoylputrescine amidohydrolase	[c] : (2) cpd00067 + cpd00001 + cpd00341 --> cpd00011 + cpd00013 + cpd00118	Irreversible	cytosol	0	1000	0	(G_PA14_03830 or G_PA14_48470)	
rxn00856	Putrescine Transaminase	[c] : cpd00024 + cpd00118 <==> cpd00434 + cpd00023	Reversible	cytosol	-1000	1000	0	G_PA14_03900	
rxn05508	L asparagine reversible transport via proton symport	cpd00067[e] + cpd00132[e] <==> cpd00067[c] + cpd00132[c]	Reversible	cytosol, extracellular	-1000	1000	0	G_PA14_04210	
rxn00777	ribose-5-phosphate isomerase	[c] : cpd00101 <==> cpd00171	Reversible	cytosol	-1000	1000	0	G_PA14_04310	
rxn01520	Thymidylate synthase	[c] : cpd00125 + cpd00299 --> cpd00330 + cpd00298	Irreversible	cytosol	0	1000	0	G_PA14_04480	
rxn01073	Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine)	[c] : cpd00001 + cpd00908 --> cpd00080 + cpd00162	Irreversible	cytosol	0	1000	0	G_PA14_04550	
rxn00758	Glycerophosphodiester phosphodiesterase (Glycerophosphocholine)	[c] : cpd00001 + cpd00507 --> cpd00080 + cpd00098	Irreversible	cytosol	0	1000	0	G_PA14_04550	
rxn00898	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)	[c] : cpd02498 --> cpd00001 + cpd00123	Irreversible	cytosol	0	1000	0	G_PA14_04630	
rxn09889	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)	[c] : cpd02535 --> cpd00001 + cpd03577	Irreversible	cytosol	0	1000	0	G_PA14_04630	
rxn02175	Pantetheine-phosphate adenylyltransferase	[c] : cpd00002 + cpd00834 <==> cpd00012 + cpd00655	Reversible	cytosol	-1000	1000	0	G_PA14_04760	
rxn01303	Homoserine O trans acetylase	[c] : cpd00022 + cpd00227 --> cpd00010 + cpd00790	Irreversible	cytosol	0	1000	0	G_PA14_05080	
rxn01304	Homoserine O-succinyltransferase	[c] : cpd00078 + cpd00227 --> cpd00010 + cpd00822	Irreversible	cytosol	0	1000	0	G_PA14_05080	
rxn00953	Cystathionine beta synthase	[c] : cpd00054 + cpd00135 <==> cpd00001 + cpd00424	Reversible	cytosol	-1000	1000	0	G_PA14_05220	
rxn00950	cystathionine b-lyase reversible	[c] : cpd00001 + cpd00424 --> cpd00020 + cpd00013 + cpd00135	Irreversible	cytosol	0	1000	0	G_PA14_05230	
rxn00742	cystathionine g-lyase	[c] : cpd00001 + cpd00424 --> cpd00084 + cpd00013 + cpd00094	Irreversible	cytosol	0	1000	0	G_PA14_05230	
rxn02302	Metb1	[c] : cpd00084 + cpd00790 <==> cpd00029 + cpd00424	Reversible	cytosol	-1000	1000	0	G_PA14_05230	
rxn01816	O-succinylhomoserine lyase (L-cysteine)	[c] : cpd00036 + cpd00424 <==> cpd00084 + cpd00822	Reversible	cytosol	-1000	1000	0	G_PA14_05230	
rxn01018	Aspartate carbamoyltransferase	[c] : cpd00041 + cpd00146 --> (2) cpd00067 + cpd00009 + cpd00343	Irreversible	cytosol	0	1000	0	G_PA14_05260	
rxn00351	Glutathione synthetase	[c] : cpd00002 + cpd00033 + cpd00506 --> cpd00067 + cpd00009 + cpd00008 + cpd00042	Irreversible	cytosol	0	1000	0	G_PA14_05310	
rxn02312	Adenosylmethionine-8-amino-7-oxononanoate transaminase	[c] : cpd00017 + cpd00800 <==> cpd00764 + cpd02701	Reversible	cytosol	-1000	1000	0	G_PA14_05460	
rxn00141	Adenosylhomocysteinase	[c] : cpd00001 + cpd00019 <==> cpd00182 + cpd00135	Reversible	cytosol	-1000	1000	0	G_PA14_05620	
rxn00717	Cytosine deaminase	[c] : cpd00067 + cpd00001 + cpd00307 --> cpd00013 + cpd00092	Irreversible	cytosol	0	1000	0	G_PA14_05690	
rxn01626	DHPM1	[c] : cpd00001 + cpd00337 --> cpd00067 + cpd01720	Irreversible	cytosol	0	1000	0	G_PA14_05770	
rxn11268	phosphate ABC transporter permease protein	cpd00067[c] + cpd00012[c] --> cpd00067[e] + cpd00012[e]	Irreversible	cytosol, extracellular	0	1000	0	G_PA14_05870	
rxn00330	Malate synthase	[c] : cpd00001 + cpd00022 + cpd00040 <==> cpd00067 + cpd00010 + cpd00130	Reversible	cytosol	-1000	1000	0	G_PA14_06290	
rxn00796	Biotin synthase	[c] : (2) cpd00074 + cpd01311 <==> cpd00239 + cpd00104	Reversible	cytosol	-1000	1000	0	G_PA14_06500	
rxn02297	8-amino-7-oxononanoate synthase	[c] : cpd00067 + cpd00035 + cpd00782 --> cpd00010 + cpd00011 + cpd00800	Irreversible	cytosol	0	1000	0	G_PA14_06510	
rxn02277	Dethiobiotin synthase	[c] : cpd00011 + cpd00002 + cpd00764 --> (3) cpd00067 + cpd00009 + cpd00008 + cpd01311	Irreversible	cytosol	0	1000	0	G_PA14_06570	
rxn00126	Methionine adenosyltransferase	[c] : cpd00001 + cpd00002 + cpd00060 --> cpd00067 + cpd00009 + cpd00017 + cpd00012	Irreversible	cytosol	0	1000	0	G_PA14_07090	
rxn01200	transketolase	[c] : cpd00102 + cpd00238 <==> cpd00198 + cpd00101	Reversible	cytosol	-1000	1000	0	G_PA14_07130	
rxn00785	Transketolase	[c] : cpd00102 + cpd00072 <==> cpd00236 + cpd00198	Reversible	cytosol	-1000	1000	0	G_PA14_07130	
rxn01100	Phosphoglycerate kinase	[c] : cpd00067 + cpd00169 + cpd00002 <==> cpd00203 + cpd00008	Reversible	cytosol	-1000	1000	0	G_PA14_07190	
rxn00786	Fructose-bisphosphate aldolase	[c] : cpd00290 <==> cpd00095 + cpd00102	Reversible	cytosol	-1000	1000	0	G_PA14_07230	
rxn02504	DHNPA	[c] : cpd02961 <==> cpd00229 + cpd00954	Reversible	cytosol	-1000	1000	0	G_PA14_07590	
rxn00095	Ap4A hydrolase	[c] : cpd00001 + cpd00924 --> (2) cpd00008	Irreversible	cytosol	0	1000	0	G_PA14_07700	
rxn01116	Ribulose 5-phosphate 3-epimerase	[c] : cpd00171 <==> cpd00198	Reversible	cytosol	-1000	1000	0	G_PA14_07910	
rxn00791	Anthranilate phosphoribosyltransferase	[c] : cpd00093 + cpd00103 --> cpd00067 + cpd00012 + cpd02642	Irreversible	cytosol	0	1000	0	G_PA14_08350	
rxn02507	indole-3-glycerol-phosphate synthase	[c] : cpd00067 + cpd00956 --> cpd00001 + cpd00011 + cpd02210	Irreversible	cytosol	0	1000	0	G_PA14_08360	
rxn00127	Adenosylmethionine decarboxylase	[c] : cpd00067 + cpd00017 --> cpd00011 + cpd00837	Irreversible	cytosol	0	1000	0	G_PA14_08390	
rxn12880	5-demethoxyubiquinol hydroxylyase	[c] : cpd00007 + cpd16764 <==> cJB00124	Reversible	cytosol	-1000	1000	0	G_PA14_08400	
rxn12510	Pantothenate kinase	[c] : cpd00002 + cpd00644 <==> cpd00008 + cpd02201	Reversible	cytosol	-1000	1000	0	G_PA14_08630	
rxn02934	ECOAH9ir	[c] : cpd02691 <==> cpd00001 + cpd02125	Reversible	cytosol	-1000	1000	0	G_PA14_54660	
rxn12788	cis-Aconitate porin opdH	cpd00331[e] <==> cpd00331[c]	Reversible	cytosol, extracellular	-1000	1000	0	G_PA14_54520	
rxn05221	Na+/Proline-L symporter	cpd00129[e] + cpd00971[e] <==> cpd00129[c] + cpd00971[c]	Reversible	cytosol, extracellular	-1000	1000	0	G_PA14_54150	
rxn13819	carboxyphosphonoenolpyruvate phosphonomutase	[c] : (0.5) cpd11640 + cpd03803 <==> cpd00011 + cpd03804	Reversible	cytosol	-1000	1000	0	G_PA14_53940	
rxn00670	Phosphate acetyltransferase	[c] : cpd00009 + cpd00086 <==> cpd00010 + cpd01844	Reversible	cytosol	-1000	1000	0	G_PA14_53480	
rxn00985	Propionate kinase	[c] : cpd00067 + cpd00002 + cpd00141 <==> cpd00008 + cpd01844	Reversible	cytosol	-1000	1000	0	G_PA14_53470	
rxn03236	4a-hydroxytetrahydrobiopterin dehydratase;	[c] : cpd03897 <==> cpd00001 + cpd00231	Reversible	cytosol	-1000	1000	0	G_PA14_53000	
rxn04989	phenylalanine 4-monooxygenase	[c] : cpd00007 + cpd00233 + cpd00066 --> cpd00069 + cpd03897	Irreversible	cytosol	0	1000	0	G_PA14_52990	
rxn01805	Itaconyl-CoA hydratase	[c] : cpd00743 <==> cpd00001 + cpd00416	Reversible	cytosol	-1000	1000	0	G_PA14_52910	
rxn01734	Succinyl-CoA:itaconate-CoA transferase	[c] : cpd00078 + cpd00380 <==> cpd00036 + cpd00416	Reversible	cytosol	-1000	1000	0	G_PA14_52870	
rxn00177	Citramalyl-CoA lyase	[c] : cpd00743 <==> cpd00022 + cpd00020	Reversible	cytosol	-1000	1000	0	G_PA14_52850	
rxn01637	Acetylornithine transaminase	[c] : cpd00024 + cpd00342 <==> cpd00023 + cpd00918	Reversible	cytosol	-1000	1000	0	G_PA14_52720	
rxn00467	ornithine transaminase	[c] : cpd00024 + cpd00064 <==> cpd00023 + cpd00858	Reversible	cytosol	-1000	1000	0	G_PA14_52720	
rxn00291	Succinylglutamate desuccinylase	[c] : cpd00001 + cpd03525 <==> cpd00036 + cpd00023	Reversible	cytosol	-1000	1000	0	G_PA14_52630	
rxn00541	THRA	[c] : cpd00161 --> cpd00071 + cpd00033	Irreversible	cytosol	0	1000	0	(G_PA14_52610 or G_PA14_71440)	
rxn00337	Aspartate kinase	[c] : cpd00067 + cpd00041 + cpd00002 <==> cpd00008 + cpd01977	Reversible	cytosol	-1000	1000	0	G_PA14_52580	
rxn10474	COBALTt5	cpd00149[c] <==> cpd00149[e]	Reversible	cytosol, extracellular	-1000	1000	0	(G_PA14_52460 or G_PA14_05200 or G_PA14_12300)	
rxn00303	GTP diphosphokinase	[c] : cpd00002 + cpd00038 <==> cpd00018 + cpd02740	Reversible	cytosol	-1000	1000	0	G_PA14_52180	
rxn02937	Phosphoribosylaminoimidazole synthase	[c] : cpd00002 + cpd02826 <==> cpd00067 + cpd00009 + cpd00008 + cpd02140	Reversible	cytosol	-1000	1000	0	G_PA14_52040	
rxn13810	arsenate reductase	[c] : cpd01048 + cpd15481 <==> cpd04098 + cpd13050	Reversible	cytosol	-1000	1000	0	G_PA14_51980	
rxn02988	Quinolinate synthase	[c] : cpd00067 + (2) cpd00001 + cpd00009 + cpd02333 <==> cpd00095 + cpd03470	Reversible	cytosol	-1000	0	0	G_PA14_51330	
rxn03147	phosphoribosylaminoimidazolesuccinocarboxamide synthase	[c] : cpd00041 + cpd00002 + cpd02893 --> (2) cpd00067 + cpd00009 + cpd00008 + cpd02921	Irreversible	cytosol	0	1000	0	G_PA14_51240	
rxn13854	muconate transport in via proton symport	cpd00067[e] + cpd01630[e] <==> cpd00067[c] + cpd01630[c]	Reversible	cytosol, extracellular	-1000	1000	0	G_PA14_51150	
rxn00019	2-Nitropropane Dioxygenase	[c] : cpd00007 + (2) cpd01433 <==> (2) cpd00067 + (2) cpd00075 + (2) cpd00178	Reversible	cytosol	-1000	1000	0	G_PA14_51080	
rxn09566	Pyridoxal oxidase	[c] : (2) cpd00001 + (0.5) cpd00007 + cpd00013 + cpd00215 --> (2) cpd00025 + cpd00419	Irreversible	cytosol	0	1000	0	G_PA14_50800	
rxn00208	pyridoxamine-phosphate oxidase	[c] : cpd00001 + cpd00007 + cpd00493 --> cpd00025 + cpd00013 + cpd00016	Irreversible	cytosol	0	1000	0	G_PA14_50800	
rxn01252	Pyridoxine oxidase	[c] : cpd00007 + cpd00263 --> cpd00025 + cpd00215	Irreversible	cytosol	0	1000	0	G_PA14_50800	
rxn00209	Pyridoxine 5'-phosphate oxidase	[c] : cpd00007 + cpd00478 --> cpd00025 + cpd00016	Irreversible	cytosol	0	1000	0	G_PA14_50800	
rxn01102	Glycerate kinase	[c] : cpd00002 + cpd00223 <==> cpd00169 + cpd00008	Reversible	cytosol	-1000	1000	0	G_PA14_50760	
rxn00455	Formylmethionine deformylase	[c] : cpd00001 + cpd02012 <==> cpd00047 + cpd00060	Reversible	cytosol	-1000	1000	0	G_PA14_49870	
rxn13904	rhamnosyltransferase 2	[c] : (2) cpd00067 + cpd00522 + cpd17081 <==> cpd00297 + cpd17080	Reversible	cytosol	-1000	1000	0	G_PA14_49760	
rxn01973	Succinyl-diaminopimelate desuccinylase	[c] : cpd00001 + cpd02698 <==> cpd00036 + cpd00504	Reversible	cytosol	-1000	1000	0	G_PA14_49380	
rxn06023	acyl-carrier protein synthase	[c] : cpd00010 + cpd12370 <==> cpd11493 + cpd00045	Reversible	cytosol	-1000	1000	0	G_PA14_49340	
rxn13827	enterochelin synthase	[c] : (3) cpd02494 + (3) cpd03452 <==> (9) cpd00067 + (6) cpd00018 + cpd03453	Reversible	cytosol	-1000	1000	0	G_PA14_49340	
rxn10090	Cobinamide adenyltransferase	[c] : cpd00001 + cpd00002 + cpd03422 <==> cpd00067 + cpd00009 + cpd00012 + cpd03918	Reversible	cytosol	-1000	1000	0	G_PA14_47790	
rxn11544	Hydrogenobyrinate a,c diamide synthase	[c] : cpd00001 + (2) cpd00002 + (2) cpd00053 + cpd03832 <==> cpd00067 + cpd03913 + (2) cpd00008 + (2) cpd00023 + cpd00012	Reversible	cytosol	-1000	1000	0	G_PA14_47760	
rxn03540	Adenosylcobyric acid synthase (glutamine-hydrolysing)	[c] : (4) cpd00001 + (4) cpd00002 + (4) cpd00053 + cpd03916 <==> (4) cpd00067 + (4) cpd00009 + (4) cpd00008 + (4) cpd00023 + cpd03917	Reversible	cytosol	-1000	1000	0	G_PA14_47690	
rxn13861	nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase	[c] : cpd00873 + cpd01997 --> cpd00067 + cpd08325 + cpd02904	Irreversible	cytosol	0	1000	0	G_PA14_47670	
rxn05517	cadminum transport out via antiport	cpd00067[e] + cpd00205[e] + cpd01012[c] <==> cpd00067[c] + cpd00205[c] + cpd01012[e]	Reversible	cytosol, extracellular	-1000	1000	0	G_PA14_47430	
rxn02900	2-aminoethylphosphonate:pyruvate aminotransferase	[c] : cpd00020 + cpd02233 <==> cpd00035 + cpd02024	Reversible	cytosol	-1000	1000	0	G_PA14_47300	
rxn00537	2-phosphonoacetaldehyde hydrolase	[c] : cpd00001 + cpd02024 --> cpd00009 + cpd00071	Irreversible	cytosol	0	1000	0	G_PA14_47280	
rxn08707	Heme O synthase  mitochondrial	[c] : cpd00001 + cpd00028 + cpd00350 <==> cpd00067 + cpd00012 + cpd11313	Reversible	cytosol	-1000	1000	0	G_PA14_47150	
rxn05039	pyrimidine phosphatase	[c] : cpd00001 + cpd02720 --> cpd00067 + cpd00009 + cpd02882	Irreversible	cytosol	0	1000	0		
rxn00361	Adenylyl-sulfate kinase	[c] : cpd00002 + cpd00193 <==> cpd00008 + cpd00044	Reversible	cytosol	-1000	1000	0	G_PA14_57710	
rxn00250	Pyruvate carboxylase	[c] : cpd00020 + cpd00002 + cpd00242 --> cpd00067 + cpd00009 + cpd00032 + cpd00008	Irreversible	cytosol	0	1000	0	G_PA14_46320	
rxn01462	GUDBUTNAH	[c] : cpd00001 + cpd00762 --> cpd00281 + cpd00073	Irreversible	cytosol	0	1000	0	G_PA14_46070	
rxn13855	N-(3-oxo-dodecanoyl)-L-homoserine lactone synthase	[c] : cpd11489 + cpd00017 <==> cpd00067 + cpd11493 + cpd17082 + cpd00147	Reversible	cytosol	-1000	1000	0	G_PA14_45940	
rxn05305	LYSt3r	cpd00067[e] + cpd00039[c] --> cpd00067[c] + cpd00039[e]	Irreversible	cytosol, extracellular	0	1000	0	G_PA14_45240	
rxn09653	Urea reversible transport via proton symport  2 H	(2) cpd00067[e] + cpd00073[e] <==> (2) cpd00067[c] + cpd00073[c]	Reversible	cytosol, extracellular	-1000	1000	0	G_PA14_45060	
rxn00010	Glyoxalate carboligase	[c] : cpd00067 + (2) cpd00040 --> cpd00011 + cpd00843	Irreversible	cytosol	0	1000	0	G_PA14_45000	
rxn00327	Ureidoglycolate hydrolase	[c] : (2) cpd00067 + cpd00001 + cpd00465 --> cpd00011 + (2) cpd00013 + cpd00040	Irreversible	cytosol	0	1000	0	G_PA14_44860	
rxn01746	Allantoate amidinohydrolase  reversible	[c] : cpd00001 + cpd00388 <==> cpd00073 + cpd00465	Reversible	cytosol	-1000	1000	0	G_PA14_44850	
rxn00139	Adenine phosphoribosyltransferase	[c] : cpd00103 + cpd00128 --> cpd00067 + cpd00012 + cpd00018	Irreversible	cytosol	0	1000	0	G_PA14_44500	
rxn02271	S-(2-Methylbutanoyl)-dihydrolipoamide	[c] : cpd00760 + cpd00449 <==> cpd00010 + cpd03045	Reversible	cytosol	-1000	1000	0	G_PA14_44000	
rxn02867	S-(3-Methylbutanoyl)-dihydrolipoamide	[c] : cpd01882 + cpd00449 <==> cpd00010 + cpd03046	Reversible	cytosol	-1000	1000	0	G_PA14_44000	
rxn05241	ILEt4	cpd00971[e] + cpd00322[e] <==> cpd00322[c] + cpd00971[c]	Reversible	cytosol, extracellular	-1000	1000	0	G_PA14_43920	
rxn05240	LEUt4	cpd00107[e] + cpd00971[e] <==> cpd00107[c] + cpd00971[c]	Reversible	extracellular, cytosol	-1000	1000	0	G_PA14_43920	
rxn05242	VALt4	cpd00156[e] + cpd00971[e] <==> cpd00156[c] + cpd00971[c]	Reversible	cytosol, extracellular	-1000	1000	0	G_PA14_43920	
rxn05375	10-methyl-dodecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	[c] : cpd00067 + cpd11511 + cpd11492 --> cpd00011 + cpd11512 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn05425	10-methyl-undecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	[c] : cpd00067 + cpd11561 + cpd11492 --> cpd00011 + cpd11562 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn05400	11-methyl-dodecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	[c] : cpd00067 + cpd11536 + cpd11492 --> cpd00011 + cpd11537 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn05379	12-methyl-tetra-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	[c] : cpd00067 + cpd11515 + cpd11492 --> cpd00011 + cpd11516 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn05429	12-methyl-tridecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	[c] : cpd00067 + cpd11565 + cpd11492 --> cpd00011 + cpd11566 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn05404	13-methyl-tetra-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	[c] : cpd00067 + cpd11540 + cpd11492 --> cpd00011 + cpd11541 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn05409	2-methylpropionyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	[c] : cpd00067 + cpd11492 + cpd11545 --> cpd00011 + cpd11546 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn05384	3-methylbutanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	[c] : cpd00067 + cpd11492 + cpd11520 --> cpd00011 + cpd11521 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn05460	3-Oxooctodecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	[c] : cpd00067 + cpd11476 + cpd11492 --> cpd00011 + cpd11570 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn05359	4-methyl-3-oxo-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	[c] : cpd00067 + cpd11492 + cpd11495 --> cpd00011 + cpd11496 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn05363	4-methyl-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	[c] : cpd00067 + cpd11499 + cpd11492 --> cpd00011 + cpd11500 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn05413	4-methyl-pentanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	[c] : cpd00067 + cpd11549 + cpd11492 --> cpd00011 + cpd11550 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn05388	5-methyl-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	[c] : cpd00067 + cpd11524 + cpd11492 --> cpd00011 + cpd11525 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn05417	6-methyl-heptanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	[c] : cpd00067 + cpd11553 + cpd11492 --> cpd00011 + cpd11554 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn05367	6-methyl-octanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	[c] : cpd00067 + cpd11503 + cpd11492 --> cpd00011 + cpd11504 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn05392	7-methyl-octanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	[c] : cpd00067 + cpd11528 + cpd11492 --> cpd00011 + cpd11529 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn05371	8-methyl-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	[c] : cpd00067 + cpd11507 + cpd11492 --> cpd00011 + cpd11508 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn05421	8-methyl-nonanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	[c] : cpd00067 + cpd11557 + cpd11492 --> cpd00011 + cpd11558 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn05396	9-methyl-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	[c] : cpd00067 + cpd11532 + cpd11492 --> cpd00011 + cpd11533 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn05346	Butyryl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein]C-acyltransferase (decarboxylating)	[c] : cpd00067 + cpd11464 + cpd11492 --> cpd00011 + cpd11486 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn05348	Decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase	[c] : cpd00067 + cpd11474 + cpd11492 --> cpd00011 + cpd11489 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn05345	Dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein]  C-acyltransferase	[c] : cpd00067 + cpd11468 + cpd11492 --> cpd00011 + cpd11491 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn13851	Hexadecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein]  C-acyltransferase	[c] : cpd00067 + cpd15277 + cpd11492 --> cpd00011 + cpd14938 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn05350	Hexanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase	[c] : cpd00067 + cpd11472 + cpd11492 --> cpd00011 + cpd11490 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn05343	Octanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein]   C-acyltransferase (decarboxylating)	[c] : cpd00067 + cpd11470 + cpd11492 --> cpd00011 + cpd11487 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn05344	Tetradecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein]  C-acyltransferase	[c] : cpd00067 + cpd11466 + cpd11492 --> cpd00011 + cpd11485 + cpd11493	Irreversible	cytosol	0	1000	0	G_PA14_43690	
rxn00189	glutaminase	[c] : cpd00001 + cpd00053 --> cpd00023 + cpd00013	Irreversible	cytosol	0	1000	0	G_PA14_43320	
rxn02569	Selenophosphate synthase	[c] : cpd00001 + cpd00002 + cpd01078 <==> (2) cpd00067 + cpd00009 + cpd00018 + cpd03078	Reversible	cytosol	-1000	1000	0	G_PA14_43280	
rxn01255	Chorismate synthase	[c] : cpd00932 --> cpd00067 + cpd00009 + cpd00216	Irreversible	cytosol	0	1000	0	G_PA14_42760	
rxn05104	5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase	[c] : cpd02791 --> cpd00001 + cpd11295	Irreversible	cytosol	0	1000	0	G_PA14_42740	
rxn01620	L-fuculose 1-phosphate aldolase	[c] : cpd00806 <==> cpd00095 + cpd00334	Reversible	cytosol	-1000	1000	0	G_PA14_42740	
rxn05092	1 2 dihydroxy 3 keto 5 methylthiopentene dioxygenase  2 keto 4 methylthiobutyrate	[c] : cpd00007 + cpd11255 --> cpd00067 + cpd00047 + cpd00869	Irreversible	cytosol	0	1000	0	G_PA14_42730	
rxn05091	1 2 dihydroxy 3 keto 5 methylthiopentene dioxygenase  3 methylthiopropionate	[c] : cpd00007 + cpd11255 <==> cpd00047 + cpd00204 + cpd05191	Reversible	cytosol	-1000	1000	0	G_PA14_42730	
rxn05107	enolase-phosphatase E-1	[c] : cpd00001 + cpd11295 <==> (2) cpd00067 + cpd00009 + cpd11255	Reversible	cytosol	-1000	1000	0	G_PA14_42720	
rxn01406	Spermidine synthase	[c] : cpd00118 + cpd00837 --> cpd00067 + cpd00264 + cpd00147	Irreversible	cytosol	0	1000	0	G_PA14_42690	
rxn00222	beta-D-Glucoside glucohydrolase	[c] : cpd00001 + cpd00158 --> (2) cpd00027	Irreversible	cytosol	0	1000	0	G_PA14_42230	
rxn00676	MACCOAT	[c] : cpd00022 + cpd00086 <==> cpd00010 + cpd02124	Reversible	cytosol	-1000	1000	0	G_PA14_42090	
rxn02167	3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA)	[c] : cpd00842 <==> cpd00650 + cpd00001	Reversible	cytosol	-1000	1000	0	(G_PA14_41950 or G_PA14_68530)	
rxn05256	APSR	[c] : cpd11421 + cpd00193 <==> cpd00081 + cpd11420 + cpd00018	Reversible	cytosol	-1000	1000	0	G_PA14_41840	
rxn01257	4-amino-4-deoxychorismate synthase	[c] : cpd00053 + cpd00216 <==> cpd00023 + cpd08210	Reversible	cytosol	-1000	1000	0	G_PA14_41820	
rxn00147	Phosphoenolpyruvate synthase	[c] : cpd00001 + cpd00020 + cpd00002 --> cpd00067 + cpd00009 + cpd00018 + cpd00061	Irreversible	cytosol	0	1000	0	G_PA14_41670	
rxn06831	S-adenosylmethione:2-demethylmenaquinone methyltransferase	[c] : cpd00017 + cpd11425 --> cpd00067 + cpd00019 + cpd11451	Irreversible	cytosol	0	1000	0	G_PA14_41640	
rxn05627	nitrate transport in via proton symport	cpd00067[e] + cpd00209[e] <==> cpd00067[c] + cpd00209[c]	Reversible	cytosol, extracellular	-1000	1000	0	(G_PA14_41510 or G_PA14_13770 or (G_PA14_13770 and G_PA14_13750))	
rxn13884	UDP-diacyl-GlcN pyrophosphatase	[c] : cpd00001 + cpd17070 <==> (2) cpd00067 + cpd00091 + cpd17069	Reversible	cytosol	-1000	1000	0	G_PA14_41400	
