id	name	subsystem
rxn05398	11-methyl-3-hydroxy-dodecanoyl-ACP hydro-lyase	Fatty acid biosynthesis
rxn05377	12-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase	Fatty acid biosynthesis
rxn05427	12-methyl-3-hydroxy-tridecanoyl-ACP hydro-lyase	Fatty acid biosynthesis
rxn05402	13-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase	Fatty acid biosynthesis
rxn05381	14-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase	Fatty acid biosynthesis
rxn05431	14-methyl-3-hydroxy-pentadecanoyl-ACP hydro-lyase	Fatty acid biosynthesis
rxn05406	15-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase	Fatty acid biosynthesis
rxn07980	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1)	Fatty acid biosynthesis
rxn05361	4-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase	Fatty acid biosynthesis
rxn05411	4-methyl-3-hydroxy-pentanoyl-ACP hydro-lyase	Fatty acid biosynthesis
rxn05386	5-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase	Fatty acid biosynthesis
rxn05415	6-methyl-3-hydroxy-heptanoyl-ACP hydro-lyase	Fatty acid biosynthesis
rxn05365	6-methyl-3-hydroxy-octanoyl-ACP hydro-lyase	Fatty acid biosynthesis
rxn05390	7-methyl-3-hydroxy-octanoyl-ACP hydro-lyase	Fatty acid biosynthesis
rxn05369	8-methyl-3-hydroxy-decanoyl-ACP hydro-lyase	Fatty acid biosynthesis
rxn05419	8-methyl-3-hydroxy-nonanoyl-ACP hydro-lyase	Fatty acid biosynthesis
rxn05394	9-methyl-3-hydroxy-decanoyl-ACP hydro-lyase	Fatty acid biosynthesis
rxn05462	trans-Octodec-2-enoyl-ACP hydro-lyase	Fatty acid biosynthesis
rPY00163	CDP-diacylglycerol synthetase (n-C16:0 16:1)	Fatty acid biosynthesis
rPY00168	CDP-diacylglycerol synthetase (n-C18:0 18:1)	Fatty acid biosynthesis
rxn13792	S-2-hydroxylauroyl-ACP synthase	Fatty acid biosynthesis
rxn13793	S-2-hydroxymyristoyl-ACP synthase	Fatty acid biosynthesis
rxn05347	Beta-ketoacyl-ACP synthase	Fatty acid biosynthesis
rxn05375	10-methyl-dodecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	Fatty acid biosynthesis
rxn05425	10-methyl-undecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	Fatty acid biosynthesis
rxn05400	11-methyl-dodecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	Fatty acid biosynthesis
rxn05379	12-methyl-tetra-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	Fatty acid biosynthesis
rxn05429	12-methyl-tridecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	Fatty acid biosynthesis
rxn05404	13-methyl-tetra-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	Fatty acid biosynthesis
rxn05409	2-methylpropionyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	Fatty acid biosynthesis
rxn05384	3-methylbutanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	Fatty acid biosynthesis
rxn05460	3-Oxooctodecanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	Fatty acid biosynthesis
rxn05359	4-methyl-3-oxo-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	Fatty acid biosynthesis
rxn05363	4-methyl-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	Fatty acid biosynthesis
rxn05413	4-methyl-pentanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	Fatty acid biosynthesis
rxn05388	5-methyl-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	Fatty acid biosynthesis
rxn05417	6-methyl-heptanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	Fatty acid biosynthesis
rxn05367	6-methyl-octanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	Fatty acid biosynthesis
rxn05392	7-methyl-octanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	Fatty acid biosynthesis
rxn05371	8-methyl-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	Fatty acid biosynthesis
rxn05421	8-methyl-nonanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	Fatty acid biosynthesis
rxn05396	9-methyl-decanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	Fatty acid biosynthesis
rxn05346	Butyryl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein]C-acyltransferase (decarboxylating)	Fatty acid biosynthesis
rxn05348	Decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase	Fatty acid biosynthesis
rxn05345	Dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein]  C-acyltransferase	Fatty acid biosynthesis
rxn13851	Hexadecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein]  C-acyltransferase	Fatty acid biosynthesis
rxn05350	Hexanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase	Fatty acid biosynthesis
rxn05343	Octanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein]   C-acyltransferase (decarboxylating)	Fatty acid biosynthesis
rxn05344	Tetradecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein]  C-acyltransferase	Fatty acid biosynthesis
rxn05451	12-methyl-tetra-decanoyl-ACP[acyl-carrier-protein] transferase	Fatty acid biosynthesis
rxn05455	12-methyl-tridecanoyl-ACP[acyl-carrier-protein] transferase	Fatty acid biosynthesis
rxn05453	13-methyl-tetra-decanoyl-ACP[acyl-carrier-protein] transferase	Fatty acid biosynthesis
rxn05452	14-methyl-hexa-decanoyl-ACP[acyl-carrier-protein] transferase	Fatty acid biosynthesis
rxn05456	14-methyl-pentadecanoyl-ACP[acyl-carrier-protein] transferase	Fatty acid biosynthesis
rxn05454	15-methyl-hexa-decanoyl-ACP[acyl-carrier-protein] transferase	Fatty acid biosynthesis
rxn05358	2-methylbutanoyl-CoA[acyl-carrier-protein] transferase	Fatty acid biosynthesis
rxn05408	2-methylpropionyl-CoA[acyl-carrier-protein] transferase	Fatty acid biosynthesis
rxn05383	3-methylbutanoyl-CoA[acyl-carrier-protein] transferase	Fatty acid biosynthesis
rxn05458	hexadecanoyl-ACP[acyl-carrier-protein] transferase	Fatty acid biosynthesis
rxn05465	Malonyl-CoA-ACP transacylase	Fatty acid biosynthesis
rxn05459	stearyl-ACP[acyl-carrier-protein] transferase	Fatty acid biosynthesis
rxn05457	tetradecanoyl-ACP[acyl-carrier-protein] transferase	Fatty acid biosynthesis
rxn08766	Beta-ketoacyl-ACP synthase (2)	Fatty acid biosynthesis
rPY00164	Phosphatidylserine syntase (n-C16:0 16:1)	Fatty acid biosynthesis
rPY00169	Phosphatidylserine syntase (n-C18:0 18:1)	Fatty acid biosynthesis
rxn06672	Biotin carboxylase	Fatty acid biosynthesis
rxn03897	BZ12DOX	Benzoate degradation via CoA ligation
rxn04954	5,10-methylenetetrahydrofolate reductase (NADH)	One carbon pool by folate
rxn00907	Methylenetetrahydrofolate dehydrogenase (NADP)	One carbon pool by folate
rxn01211	Methenyltetrahydrofolate cyclohydrolase	One carbon pool by folate
rxn00629	mannitol 2-dehydrogenase	Fructose and mannose metabolism
rxn00546	Mannitol-1-phosphate 5-dehydrogenase	Fructose and mannose metabolism
rxn00638	GDP-mannose 6-dehydrogenase	Fructose and mannose metabolism
rxn02440	GDP-4-dehydro-6-deoxy-D-mannose reductase	Fructose and mannose metabolism
rxn00640	Mannose-1-phosphate guanylyltransferase (GDP)	Fructose and mannose metabolism
rxn00559	Mannose-6-phosphate isomerase	Fructose and mannose metabolism
rxn01620	L-fuculose 1-phosphate aldolase	Fructose and mannose metabolism
rxn01492	fructose-1-phosphate kinase	Fructose and mannose metabolism
rxn01329	Phosphomannomutase	Fructose and mannose metabolism
rxn00642	GDP-D-mannose dehydratase	Fructose and mannose metabolism
rxn01303	Homoserine O trans acetylase	Methionine metabolism
rxn00950	cystathionine b-lyase reversible	Methionine metabolism
rxn00141	Adenosylhomocysteinase	Methionine metabolism
rxn00126	Methionine adenosyltransferase	Methionine metabolism
rxn00127	Adenosylmethionine decarboxylase	Methionine metabolism
rxn03052	5 methyltetrahydropteroyltriglutamate homocysteine S methyltransferase	Methionine metabolism
rxn06077	L-methionine-S-oxide reductase (trdrd)	Methionine metabolism
rxn01387	IsocitrateNADP+ oxidoreductase (decarboxylating)	Citrate cycle (TCA cycle)
rJB00270	succinate dehydrogenase	Citrate cycle (TCA cycle)
rxn00199	OxalosuccinateNADP+ oxidoreductase (decarboxylating)	Citrate cycle (TCA cycle)
rxn08094	2-Oxogluterate dehydrogenase	Citrate cycle (TCA cycle)
rxn00154	Pyruvate dehydrogenase	Citrate cycle (TCA cycle)
rxn01241	Pyruvate dehydrogenase (dihydrolipoamide dehydrogenase) reversible	Citrate cycle (TCA cycle)
rxn09953	acetoin dehydrogenase	Citrate cycle (TCA cycle)
rxn00799	Fumarase	Citrate cycle (TCA cycle)
rxn08527	Fumarate reductase	Citrate cycle (TCA cycle)
rxn01388	Aconitase (half-reaction B, Isocitrate hydro-lyase)	Citrate cycle (TCA cycle)
rxn00974	Aconitase (half-reaction A, Citrate hydro-lyase)	Citrate cycle (TCA cycle)
rxn00973	Aconitase	Citrate cycle (TCA cycle)
rxn08900	Malate dehydrogenase (ubiquinone 8 as acceptor)	Citrate cycle (TCA cycle)
rxn36761	Malate dehydrogenase (ubiquinone-9 as acceptor)	Citrate cycle (TCA cycle)
rxn00250	Pyruvate carboxylase	Citrate cycle (TCA cycle)
		Glycolysis / Gluconeogenesis
rxn10074	Fatty acid oxidation (Butanoyl-CoA )	None
rxn02831	O-succinylbenzoate-CoA ligase	None
rxn12206	malonate decarboxylase	None
rxn04093	glycine oxidase, sarcosine	None
rxn06216	Enoyl-CoA hydratase	None
rxn00006	Catalase	None
rxn00206	Superoxide dismutase	None
rxn13819	carboxyphosphonoenolpyruvate phosphonomutase	None
rxn13810	arsenate reductase	None
rxn06831	S-adenosylmethione:2-demethylmenaquinone methyltransferase	None
rxn02875	N-acetylmuramoyl-L-alanine amidase	None
rxn05064	carbamate hydro-lyase	None
rxn13921	delta-aminovalerate synthesis	None
rxn02374	L-glutamate 5-semialdehyde dehydratase (spontaneous)	None
rxn10772	NH4OH dissociation	None
rxn13796	unknown enzyme	None
ATPM	ATP maintenance requirement	None
rxn00222	beta-D-Glucoside glucohydrolase	Carbohydrate Metabolism
rxn11546	hydrogen cyanide synthase	Cyanoamino acid metabolism
rxn13790	2-dehydro-D-gluconate reductase extracellular (NADPH) (irreversible)	Pentose phosphate pathway
rxn01475	PGLCNDH	Pentose phosphate pathway
rxn13834	glucose 1-dehydrogenase (NADP) extracellular	Pentose phosphate pathway
rxn07967	2-dehydro-D-gluconate reductase (NADH)	Pentose phosphate pathway
rxn03884	2-dehydro-3-deoxy-phosphogluconate aldolase	Pentose phosphate pathway
rxn13836	Gluconolactonase	Pentose phosphate pathway
rxn00777	ribose-5-phosphate isomerase	Pentose phosphate pathway
rxn01200	transketolase	Pentose phosphate pathway
rxn00785	Transketolase	Pentose phosphate pathway
rxn01116	Ribulose 5-phosphate 3-epimerase	Pentose phosphate pathway
rxn01987	Deoxyribokinase	Pentose phosphate pathway
rxn00772	ribokinase	Pentose phosphate pathway
rxn01921	Dehydrogluconokinase	Pentose phosphate pathway
rJB00278	quinoprotein glucose dehydrogenase	Pentose phosphate pathway
rxn01275	Gluconokinase	Pentose phosphate pathway
rxn01333	transaldolase	Pentose phosphate pathway
rxn01476	6-phosphogluconolactonase	Pentose phosphate pathway
rxn01477	6-phosphogluconate dehydratase	Pentose phosphate pathway
rxn00770	phosphoribosylpyrophosphate synthetase	Pentose phosphate pathway
rxn01977	Glucose-6-phosphate isomerase	Pentose phosphate pathway
rxn01790	2-dehydropantoate 2-reductase	Pantothenate and CoA biosynthesis
rxn02186	acetohydroxy acid isomeroreductase	Pantothenate and CoA biosynthesis
rxn00003	acetolactate synthase (Also catalyzes ACHBS)	Pantothenate and CoA biosynthesis
rxn00898	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)	Pantothenate and CoA biosynthesis
rxn09889	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)	Pantothenate and CoA biosynthesis
rxn02175	Pantetheine-phosphate adenylyltransferase	Pantothenate and CoA biosynthesis
rxn01626	DHPM1	Pantothenate and CoA biosynthesis
rxn12510	Pantothenate kinase	Pantothenate and CoA biosynthesis
rxn06023	acyl-carrier protein synthase	Pantothenate and CoA biosynthesis
rxn00100	Dephospho-CoA kinase	Pantothenate and CoA biosynthesis
rxn00912	3-methyl-2-oxobutanoate hydroxymethyltransferase	Pantothenate and CoA biosynthesis
rxn01791	Pantothenate synthase	Pantothenate and CoA biosynthesis
rxn09177	Phosphopantothenate-cysteine ligase	Pantothenate and CoA biosynthesis
rxn02341	Phosphopantothenoylcysteine decarboxylase	Pantothenate and CoA biosynthesis
rxn02900	2-aminoethylphosphonate:pyruvate aminotransferase	Phosphonate and phosphinate metabolism
rxn00537	2-phosphonoacetaldehyde hydrolase	Phosphonate and phosphinate metabolism
rxn02749	(R)-2-Methylmalate hydro-lyase	Valine, Leucine and Isoleucine Metabolism
rxn02751	2-methylmaleate hydratase	Valine, Leucine and Isoleucine Metabolism
rxn00735	(2R,3S)-3-methylmalate:NAD+ oxidoreductase	Valine, Leucine and Isoleucine Metabolism
rxn03062	3-isopropylmalate dehydrogenase	Valine, Leucine and Isoleucine Metabolism
rxn01208	2-Oxo-4-methyl-3-carboxypentanoate decarboxylation	Valine, Leucine and Isoleucine Metabolism
rxn03436	(S)-2-Aceto-2-hydroxybutanoate:NADP+ oxidoreductase (isomerizing)	Valine, Leucine and Isoleucine Metabolism
rxn03435	(R)-2,3-Dihydroxy-3-methylpentanoate:NADP+ oxidoreductase (isomerizing)	Valine, Leucine and Isoleucine Metabolism
rxn02187	2-Acetolactate methylmutase	Valine, Leucine and Isoleucine Metabolism
rxn03068	(R)-2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)	Valine, Leucine and Isoleucine Metabolism
rxn03437	Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)	Valine, Leucine and Isoleucine Metabolism
rxn00804	L-leucine:NAD+ oxidoreductase (deaminating)	Valine, Leucine and Isoleucine Metabolism
rxn01573	L-Isoleucine:NAD+ oxidoreductase(deaminating)	Valine, Leucine and Isoleucine Metabolism
rxn00904	L-Valine:pyruvate aminotransferase	Valine, Leucine and Isoleucine Metabolism
rxn03253	Acyl-CoA dehydrogenase (decanoyl-CoA)	Fatty acid metabolism
rxn02720	Acyl-CoA dehydrogenase (dodecanoyl-CoA)	Fatty acid metabolism
rxn00946	Acyl-CoA dehydrogenase (hexadecanoyl-CoA)	Fatty acid metabolism
rxn02679	Acyl-CoA dehydrogenase (octanoyl-CoA)	Fatty acid metabolism
rxn02803	Acyl-CoA dehydrogenase (tetradecanoyl-CoA)	Fatty acid metabolism
rxn03251	Acyl-CoA dehydrogenase (hexanoyl-CoA)	Fatty acid metabolism
rxn00872	Acyl-CoA dehydrogenase (butanoyl-CoA)	Fatty acid metabolism
rxn01451	3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA)	Fatty acid metabolism
rxn03242	3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA)	Fatty acid metabolism
rxn03239	3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA)	Fatty acid metabolism
rxn06777	3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)	Fatty acid metabolism
rxn03244	3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)	Fatty acid metabolism
rxn03249	3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA)	Fatty acid metabolism
rxn03246	3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA)	Fatty acid metabolism
rxn13844	(3R)-3-Hydroxyoctadecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	Fatty acid metabolism
rxn08398	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1)	Fatty acid metabolism
rxn01802	GLUTCOADHc	Fatty acid metabolism
rxn03243	Acetyl-CoA C-acyltransferase (decanoyl-CoA) (r)	Fatty acid metabolism
rxn03248	Acetyl-CoA C-acyltransferase (hexanoyl-CoA) (r)	Fatty acid metabolism
rxn06510	Acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r)	Fatty acid metabolism
rxn02804	Acetyl-CoA C-acyltransferase (tetradecanoyl-CoA) (r)	Fatty acid metabolism
rxn02680	Acetyl-CoA C-acyltransferase (octanoyl-CoA) (r)	Fatty acid metabolism
rxn05247	FACOAL140(ISO)	Fatty acid metabolism
rxn05248	FACOAL150(anteiso)	Fatty acid metabolism
rxn05249	FACOAL150(ISO)	Fatty acid metabolism
rxn05250	FACOAL160(ISO)	Fatty acid metabolism
rxn05251	FACOAL170(anteiso)	Fatty acid metabolism
rxn05252	FACOAL170(ISO)	Fatty acid metabolism
rxn09450	Fatty acid  CoA ligase  hexadecenoate 	Fatty acid metabolism
rxn09449	Fatty acid  CoA ligase  octadecanoate 	Fatty acid metabolism
rxn09448	Fatty acid  CoA ligase  octadecenoate 	Fatty acid metabolism
rxn05736	Fatty acid  CoA ligase  tetradecanoate 	Fatty acid metabolism
rxn00947	Fatty acid  CoA ligase  hexadecanoate 	Fatty acid metabolism
rxn02911	3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA)	Fatty acid metabolism
rxn03240	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA)	Fatty acid metabolism
rxn03241	3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA)	Fatty acid metabolism
rxn03245	3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA)	Fatty acid metabolism
rxn03250	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA)	Fatty acid metabolism
rxn03247	3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA)	Fatty acid metabolism
rxn00874	Acetyl-CoA C-acyltransferase (butanoyl-CoA) (r)	Fatty acid metabolism
rxn10126	Succinate dehyrdogenase	Oxidative phosphorylation
rxn13726	NADH dehydrogenase (ubiquinone-8 &amp; 5 protons)	Oxidative phosphorylation
rJB00264	NADH dehydrogenase (ubiquinone-9 &amp; 5 protons)	Oxidative phosphorylation
rxn10122	NADH dehydrogenase (ubiquinone-8 &amp; 3.5 protons)	Oxidative phosphorylation
rxn08975	NADH dehydrogenase (ubiquinone-8 )	Oxidative phosphorylation
rJB00263	NADH dehydrogenase (ubiquinone-9 )	Oxidative phosphorylation
rxn13898	quinone oxidoreductase	Oxidative phosphorylation
rxn13705	ferredoxin-NADP reductase	Oxidative phosphorylation
rxn08977	NADPH Quinone Reductase (Ubiquinone-8)	Oxidative phosphorylation
rxn36840	NADPH quinone oxidoreductase	Oxidative phosphorylation
rxn10113	Cytochrome oxidase bo3 (ubiquinol-8: 2.5 protons)	Oxidative phosphorylation
rJB00267	cytochrome oxidase bo3 (ubiquinol-9: 2.5 protons)	Oxidative phosphorylation
rxn08556	Glycerol-3-phosphate dehydrogenase (ubiquinone-8)	Oxidative phosphorylation
rxn37440	glycerol-3-phosphate dehydrogenase (ubiquinone-9)	Oxidative phosphorylation
rxn13689	cytochrome-c reductase (ubiquinone)	Oxidative phosphorylation
rJB00271	cytochrome-c reductase (ubiquinone)	Oxidative phosphorylation
rxn10042	ATP synthase (four protons for one ATP)	Oxidative phosphorylation
rxn00001	Inorganic diphosphatase	Oxidative phosphorylation
rxn00014	CCP	Oxidative phosphorylation
rxn03897	BZ12DOX	Benzoate degradation
rxn00962	4-hydroxybenzoate 3-monooxygenase	Benzoate degradation
rxn01192	PCADYOX	Benzoate degradation
rxn02483	CMLDC	Benzoate degradation
rxn02143	3-oxoadipate CoA-transferase	Benzoate degradation
rxn00598	3-oxoadipyl-CoA thiolase	Benzoate degradation
rxn02369	3-carboxy-cis,cis-muconate cycloisomerase	Benzoate degradation
rxn02144	OXOAEL	Benzoate degradation
rxn00588	CATDOX	Benzoate degradation
rxn02971	Muconolactone delta-isomerase	Benzoate degradation
rxn02782	Muconate cycloisomerase	Benzoate degradation
rxn10125	NAD(P) transhydrogenase	Nicotinate and nicotinamide metabolism
rxn13812	L-aspartate oxidase	Nicotinate and nicotinamide metabolism
rxn00338	L-aspartate oxidase	Nicotinate and nicotinamide metabolism
rxn00083	NAD transhydrogenase	Nicotinate and nicotinamide metabolism
rxn00077	NAD kinase	Nicotinate and nicotinamide metabolism
rxn00105	Nicotinamide-nucleotide adenylyltransferase	Nicotinate and nicotinamide metabolism
rxn13859	NAPRTase	Nicotinate and nicotinamide metabolism
rxn02988	Quinolinate synthase	Nicotinate and nicotinamide metabolism
rxn02155	Nicotinate-nucleotide adenylyltransferase	Nicotinate and nicotinamide metabolism
rxn02402	Nicotinate-nucleotide diphosphorylase (carboxylating)	Nicotinate and nicotinamide metabolism
rxn05570	gamma-butyrobetaine transport in via ABC system	Transport
rxn05159	Choline transport via ABC system	Transport
rxn05180	L-carnitine transport via ABC system	Transport
rxn10073	proline betaine transport in via ABC system	Transport
rxn05175	Spermidine transport via ABC system	Transport
rxn05619	Molybdate transport via ABC system	Transport
rxn05163	Putrescine transport via ABC system	Transport
rxn10158	Fumarate transport via proton symport (3 H)	Transport
rxn05603	D-malate transport in via proton symport	Transport
rxn05154	L-arginine transport via ABC system	Transport
rxn05161	L-leucine transport via ABC system	Transport
rxn05168	L-valine transport via ABC system	Transport
rxn05155	GLNabc	Transport
rxn05201	Hypoxanthine reversible transport via proton symport	Transport
rxn05512	butanesulfonate transport via ABC system	Transport
rxn05156	Ornithine transport via ABC system	Transport
rxn05164	L-histidine transport via ABC system	Transport
rxn13828	fatty-acid--CoA ligase (n-C14:0) transport	Transport
rxn13829	fatty-acid--CoA ligase (hexadecanoate) transport	Transport
rxn13892	phosphonate transport via ABC system	Transport
rxn10481	Cuabc	Transport
rxn10344	Lead (Pb+2) ABC transporter	Transport
rxn10343	Mercury (Hg+2) ABC transporter	Transport
rxn05206	Potassium uptake	Transport
rxn05165	L-proline transport via ABC system	Transport
rxn05181	Glycine betaine transport via ABC system	Transport
rxn10978	orotate efflux via proton symport	Transport
rxn13831	iron (II) transport via ABC system	Transport
rxn05651	SO4t2	Transport
rxn05564	4 aminobutyrate reversible transport in via proton symport	Transport
rxn12432	malonate transport	Transport
rxn05176	TSULabc	Transport
rxn05153	Sulfate transport via ABC system	Transport
rxn05237	L-cysteine transport via ABC system	Transport
rxn11080	L-cystine transport via ABC system	Transport
rxn09657	Thiamine transport in via proton symport	Transport
rxn05202	Xanthine transport in via proton symport	Transport
rxn05682	allantoin transport in/out via proton symport	Transport
rxn05312	Phosphate reversible transport via symport	Transport
rxn05527	Cytosine transport in via proton symport	Transport
rxn05318	Adenosine transport in via proton symport	Transport
rxn05198	Cytidine transport in via proton symport	Transport
rxn05317	Deoxyadenosine transport in via proton symport	Transport
rxn05205	Deoxycytidine transport in via proton symport	Transport
rxn05316	Inosine transport in via proton symport	Transport
rxn05200	Thymidine transport in via proton symport	Transport
rxn05199	Uridine transport in via proton symport	Transport
rxn09688	Deoxyguanosine transport in via proton symport	Transport
rxn09687	Deoxyinosine transport in via proton symport	Transport
rxn09685	Deoxyuridine transport in via proton symport	Transport
rxn05663	L tryptophan reversible transport via proton symport	Transport
rxn12562	Itaconate transporter	Transport
rJB00237	Sodium-citraconate symporter (dctA and dctPQM)	Transport
rJB00240	Sodium-fumarate symporter (dctA and dctPQM)	Transport
rxn05207	Sodium-malate symporter (dctA and dctPQM)	Transport
rJB00238	Sodium-succinate symporter (dctA and dctPQM)	Transport
rxn05179	L-isoleucine transport via ABC system	Transport
rxn13794	4-Aminobutyrate transport via ABC system	Transport
rxn10170	L-alanine transport via ABC system	Transport
rxn05169	L-threonine transport via ABC system	Transport
rxn05561	Fumarate reversible transport via symport	Transport
rxn10154	Succinate transport via proton symport (2 H)	Transport
rxn05315	ZN2t4	Transport
rxn05152	L-aspartate transport via ABC system	Transport
rxn05146	L-glutamate transport via ABC system	Transport
rxn05197	Uracil transport in via proton symport	Transport
rxn10168	Potassium ABC transporter	Transport
rxn13886	peptide transport in via ABC transport	Transport
rxn05160	D-ribose transport via ABC system	Transport
rxn05549	Deoxyribose transport via ABC system	Transport
rxn05644	D-ribose transport out via ABC system	Transport
rxn05167	XYLabc	Transport
rxn05173	ARBabc	Transport
rxn05649	DSERt2	Transport
rxn05307	L serine reversible transport via proton symport	Transport
rxn05300	L threonine reversible transport via proton symport	Transport
rxn13811	ascorbate transport in via proton symport	Transport
rxn05171	nitrate transport via ABC system	Transport
rxn13853	D-mannitol transport via ABC system	Transport
rxn13849	D-mannose transport via ABC system	Transport
rxn05608	Maltotriose transport via ABC system	Transport
rJB00222	Sorbitol-ABC transport	Transport
rxn05614	L methionine R oxide transport via ABC system	Transport
rxn05613	L methionine S oxide transport via ABC system	Transport
rxn05149	Manganese transport via ABC system	Transport
rxn12549	4-Hydroxybenzoate transport	Transport
rxn13814	cadmium transport out via antiport	Transport
rxn13681	cobalt transport out via antiport	Transport
rxn13919	zinc transport out via antiport	Transport
rxn05187	Vitamin B12 ABC transport	Transport
rxn05151	L-lysine transport via ABC system	Transport
rxn10174	Maltohexaose transport via ABC system	Transport
rxn05158	Sn-Glycerol 3-phosphate transport via ABC system	Transport
rxn05147	GLCabc	Transport
rxn05552	ethanesulfonate transport via ABC system	Transport
rxn05585	hexanesulfonate transport via ABC system	Transport
rxn05621	methanesulfonate transport via ABC system	Transport
rxn05620	MOPS transport via ABC system	Transport
rxn05656	sulfoacetate transport via ABC system	Transport
rxn05215	ALAt4	Transport
rJB00225	D-Fructose transport via PEP:Pyr PTS	Transport
rxn05560	D-fructose transport via PEP:Pyr PTS	Transport
rxn05528	Copper export via ATPase	Transport
rxn05485	N-Acetyl-D-glucosamine transport via PEP:Pyr PTS	Transport
rxn05626	nitrite transport out via proton antiport	Transport
rxn05209	Sodium proton antiporter  HNA is 11 	Transport
rxn05582	Glycine reversible transport via proton symport	Transport
rxn05172	Taurine transport via ABC system	Transport
rxn10559	4-Hydroxyphenylacetate transport	Transport
rxn12591	Tartrate permease	Transport
rxn05190	Ferroxamine transport via ABC system	Transport
rxn05174	Nickel transport via ABC system	Transport
rxn05533	Dipeptide transport via ABC system  ala asp 	Transport
rxn05540	Dipeptide transport via ABC system  ala gln 	Transport
rxn05541	Dipeptide transport via ABC system  ala glu 	Transport
rxn05542	Dipeptide transport via ABC system  ala gly 	Transport
rxn05543	Dipeptide transport via ABC system  ala his 	Transport
rxn05544	Dipeptide transport via ABC system  ala leu 	Transport
rxn05545	Dipeptide transport via ABC system  ala thr 	Transport
rxn05539	Dipeptide transport via ABC system  cgly 	Transport
rxn05546	Dipeptide transport via ABC system  gly asn 	Transport
rxn05537	Dipeptide transport via ABC system  gly asp 	Transport
rxn05547	Dipeptide transport via ABC system  gly gln 	Transport
